id,text,date,article_prior,snippet,snip_sent_inds,html
85482,"1 June 2019 at  6:24pm ### Kate Adie unveils new section of Sunderland's National Veterans' Walk ### National Veterans' Walk ### By Kris Jepson ### Former war correspondent, Kate Adie, has unveiled a new section of Sunderland's National Veterans' Walk in Mowbray Park. ### The journalist, who was brought up in Sunderland, told ITV News ""this is Sunderland doing something very special. I don't know any town, city or village that does anything like this. It's one of the great memorials nationally... Sunderland can be very proud"". ### Watch @krisjepson 's report here: ### Some 53 granite stones have been laid, taking the the total number of stones on the Walk to more than 400. The founders of the path say there is room for up to 2,000 stones, which sport the engravings of former military personnel. Another phase of the path will be laid in November. ### Kate Adie and Thomas Cuthbertson ### Credit: ITV News ### Kate Adie said this memorial is ""unique"", because it does not just focus on the servicemen and women who lost their lives, but is inclusive of all former military men and women. ### Here’s Sunderland, not just on the big occasions, but right through the year and onwards remembering all kinds of people who’ve been involved in war, conflict and serving the country and they are doing something unique, because they’re keeping things alive, they’re raising money, they’re endlessly reminding that we must keep track of those people. ### – Kate Adie ### Pte Nathan Cuthbertson ### Credit: Family photo ### The National Veterans' Walk was first unveiled in November 2016, when the the first granite stones were laid in Mowbray Park in Sunderland to honour all personnel who have served their country in any way. ### The project is run by the family of Private Nathan Cuthbertson who was killed in Afghanistan in 2008.  They founded the Brothers In Arms charity that also funded the Memorial Wall in the park. ### Pte Cuthbertson's father, Thomas Cuthbertson, told ITV News he is very proud to celebrate the lives of British service personnel. ### People have come back from different conflicts with PTSD, people are homeless now, there’s a lot of things that need looking at in the forces now I think, and the stones, they’re down for life, so I think getting that little bit of service history its absolutely paramount I think. ### – Thomas Cuthbertson ### Stan Carr's stone ### Credit: ITV News ### One veteran who served in the Royal Navy between 1970 and 1979 is former Leading Control Electrical Mechanic (LCEM), Stan Carr. ### He told ITV News that the stone unveiled in to commemorate his service came as a complete shock. ### My nephew was having a stone laid for him, so I came down to celebrate that with him and unknown to myself, they’d also bought one for my birthday and that was a shock. I'm quite proud that they thought I was worth it. ### – Stan Carr",060119,1,"The journalist, who was brought up in Sunderland, told ITV News ""this is Sunderland doing something very special. I don't know any town, city or village that does anything like this. It's one of the great memorials nationally... Sunderland can be very proud"".###Watch @krisjepson 's report here:###Some 53 granite stones have been laid, taking the the total number of stones on the Walk to more than 400. The founders of the path say there is room for up to 2,000 stones, which sport the engravings of former military personnel. Another phase of the path will be laid in November.###Kate Adie and Thomas Cuthbertson","[6, 7, 8, 9, 10, 11, 12, 13, 14]","<p>The journalist, who was brought up in Sunderland, told ITV News ""this is Sunderland doing something very special. I don't know any town, city or village that does anything like this. It's one of the great memorials nationally... Sunderland can be very proud"".</p><p>Watch @krisjepson 's report here:</p><p>Some 53 granite stones have been laid, taking the the total number of stones on the Walk to more than 400. The founders of the path say there is room for up to 2,000 stones, which sport the engravings of former military personnel. Another phase of the path will be laid in November.</p><p>Kate Adie and Thomas Cuthbertson</p>"
61692,"Don't have an account? Sign Up Today ### My Account ### Clear skies. Low near 50F. Winds light and variable.. ### Tonight ### Clear skies. Low near 50F. Winds light and variable. ### Updated: June 1, 2019 @ 11:37 pm ### Close ### 1 of 4 ### FILE - In this Tuesday, Nov. 6, 2018, file photo, voters stand in line to cast their ballots at P.S. 22, in the Prospect Heights neighborhood in the Brooklyn borough of New York. An effort by Democrats to implement broad reforms to the nation’s voting process has stalled in the U.S. Senate, but some states are moving forward to expand access through early voting, same-day voter registration and other measures ahead of 2020. The biggest success for voting rights advocates so far is New York, which had been one of a dozen states not offering some form of early voting. ### Mark Lennihan ### Save ### FILE - In this Thursday, Jan. 24, 2019, file photo, New York Gov. Andrew Cuomo, left, and actor Ben Stiller shake hands after the governor signed a bill into law to allow for early voting, in New York. The bill will allow New Yorkers to cast a ballot before Election Day in a bid to improve its low voter turnout rates. Stiller had lobbied for the new law. An effort by Democrats to implement broad reforms to the nation’s voting process has stalled in the U.S. Senate, but some states, such as New York, are moving forward to expand access through early voting, same-day voter registration and other measures ahead of 2020. ### Mark Lennihan ### Save ### FILE - In this Tuesday, Nov. 6, 2018, file photo, a line backs up into a parking garage outside a polling site on Election Day in Atlanta. In Georgia, where claims of voter suppression in the state’s 2018 governor’s race is the basis of a federal lawsuit, Republicans have passed measures relaxing some restrictions and requiring more notification before voters are removed from registration lists. ### David Goldman ### Save ### FILE - In this Thursday, Jan. 31, 2019, file photo, U.S. Rep. Ben Ray Lujan, of New Mexico, at podium, addresses the state Legislature in Santa Fe, N.M. In New Mexico's last election, Democrats not only expanded their majority in the state House but also claimed the governor’s mansion after eight years of Republican control. By March 2019, Democratic Gov. Michelle Lujan Grisham had signed into law a bill that allows voters in the state to register and vote on the same day. Previously, registration closed 28 days before an election. ### Morgan Lee ### Partisan control determines how states act on voting rights ### By CHRISTINA A. CASSIDY Associated Press ### Jun 1, 2019 ### Save ### ATLANTA (AP) — New York voters for years have experienced some of the longest wait times in the nation on Election Day. Attempts to fix the problem routinely became casualties of the divided politics of the state Legislature. ### That dynamic changed last November, when Democrats won majorities in both legislative chambers, and it didn't take them long to act. ### Just weeks into this year's legislative session, they passed a bill to allow early voting, and Democratic Gov. Andrew Cuomo promptly signed it. ### ""Early voting is going to make a significant difference for countless numbers of New Yorkers by making polling places so much more accessible and allow voters to determine when it is most convenient for them,"" said Susan Lerner, executive director of Common Cause New York. ### New York is among a small number of states where Democrats made big gains in last year's election and have used that power to pass laws to make it easier to register and to vote. They have introduced early voting, all-mail voting or automatic registration. ### A few Republican-led states — some of which saw high turnout for Democratic candidates — are going in the opposite direction, advancing bills to tighten voter registration and early voting. ### ""Some of this seems like a fairly direct response to things that happened in the midterms,"" said Max Feldman, who tracks voting laws at the Brennan Center for Justice at New York University's School of Law. ### In New Mexico, Democrats not only expanded their majority in the state House but also claimed the governor's mansion after eight years of GOP control. By March, Gov. Michelle Lujan Grisham had signed a law to allow people to register and vote on the same day beginning in 2021. Previously, registration ended 28 days before an election. ### Hawaii lawmakers approved legislation replacing the in-person voting system with one made up entirely of mailed ballots. If the measure is signed into law, the state will join Colorado, Oregon and Washington with mail-only voting. Delaware approved in-person, early voting beginning in 2022. ### While bills increasing voter access this year far outnumbered those seeking to impose restrictions, many of the expansion bills were put forward by Democratic lawmakers in states led by Republicans. That means they are unlikely pass. ### In the 2018 elections, Democrats nearly doubled to 14 the number of states in which they control the governor's office and both legislative chambers, but Republicans remain in charge in more states — 22. ### While some voting reforms such as automatic registration have drawn bipartisan support, Republicans generally have opposed same-day registration, mail-only voting and other changes, saying they increase the potential for fraud. ### In Connecticut, Republicans recently thwarted a push by Democrats to do as New York did and add in-person, early voting. Democrats have a legislative majority there, but a constitutional amendment is required to make the change, and they fell short of garnering the votes necessary to put the issue on the ballot. ### Republicans had expressed concern that early voters might come to regret their selections if a race's dynamics shifted after they had turned in their ballot. ### GOP lawmakers in some states also have targeted groups that register voters. They say such groups can create a burden for local election officials if they turn in large numbers of forms that are incomplete or contain false information. ### × ### {{featured_button_text}} ### In Tennessee, Republican Gov. Bill Lee signed a law that allows for fines against groups turning in 100 or more incomplete registration forms in a year. ### ""This bill was presented because of actual circumstances that were meant to confuse the integrity, or to create a lack of integrity, in the voting process,"" Lee said. ### Critics say Tennessee's Republicans feel threatened by an increase in voter participation last year. In 2018, turnout in the state was 51 percent higher than in the previous midterm election. About 259,500 new voters registered in the six months before Election Day. ### ""What politicians should be doing is making sure that local election officials have the adequate resources to do their jobs,"" ACLU attorney Sophia Lakin said in announcing a federal lawsuit challenging the new law. ""Silencing civic groups' voices is not the solution."" ### In Texas, where Democrats picked up two congressional seats last year, lawmakers have been considering a bill that would make it a felony rather than a misdemeanor to knowingly put false information on a voter registration form. It would also increase scrutiny of those who provide transportation for voters headed to the polls. ### The legislation passed the state Senate but stalled in the House. ### Voter-suppression claims also have been made against Republicans in Florida, over a constitutional amendment voters approved last year that would make it easier for convicted felons to regain the right to vote. ### Republican lawmakers, in drafting legislation to implement the amendment, said its language about felons having to complete ""all terms of their sentence including parole or probation"" also meant paying all court fees, fines and restitution before being eligible to vote. ### ""This measure is nothing but a poll tax that would effectively disenfranchise those who are unable to pay,"" Rep. Marcia L. Fudge, an Ohio Democrat, said during a recent congressional hearing in Florida. ### The bill's sponsor, GOP state Sen. Jeff Brandes, defended it, saying: ""Our goal was to follow the constitution, and the constitution is clear — 'all terms of the sentence.'"" ### ———",060119,1,"FILE - In this Thursday, Jan. 31, 2019, file photo, U.S. Rep. Ben Ray Lujan, of New Mexico, at podium, addresses the state Legislature in Santa Fe, N.M. In New Mexico's last election, Democrats not only expanded their majority in the state House but also claimed the governor’s mansion after eight years of Republican control. By March 2019, Democratic Gov. Michelle Lujan Grisham had signed into law a bill that allows voters in the state to register and vote on the same day. Previously, registration closed 28 days before an election.###Morgan Lee","[32, 33, 34, 35, 36, 37]","<p>FILE - In this Thursday, Jan. 31, 2019, file photo, U.S. Rep. Ben Ray Lujan, of New Mexico, at podium, addresses the state Legislature in Santa Fe, N.M. In New Mexico's last election, Democrats not only expanded their majority in the state House but also claimed the governor’s mansion after eight years of Republican control. By March 2019, Democratic Gov. Michelle Lujan Grisham had signed into law a bill that allows voters in the state to register and vote on the same day. Previously, registration closed 28 days before an election.</p><p>Morgan Lee</p>"
57029,"15:22 Perry Barr ### 1st £88, Others £35  Race Total £263 ### 1 ### Ashley Iveson previews Saturday's meetings and he thinks Madhmoon could be the value call in the Investec Derby at Epsom. ### Last updated ### Ben Linfoot napped the Derby winner on Saturday and he's keeping the faith with a horse he's been on a few times this season as he drops markedly in class at Nottingham on Sunday. ### Last updated",060119,-1,"15:22 Perry Barr###1st £88, Others £35 Race Total £263###1","[0, 1, 2, 3, 4, 5]","<p>15:22 Perry Barr</p><p>1st £88, Others £35 Race Total £263</p><p>1</p>"
17903,"(63601) ### Today ### Widely scattered showers or a thunderstorm this evening. Then partly cloudy. A few storms may be severe. Low 62F. Winds W at 5 to 10 mph. Chance of rain 30%.. ### Tonight ### Widely scattered showers or a thunderstorm this evening. Then partly cloudy. A few storms may be severe. Low 62F. Winds W at 5 to 10 mph. Chance of rain 30%. ### Updated: June 1, 2019 @ 5:37 pm",060119,-1,Widely scattered showers or a thunderstorm this evening. Then partly cloudy. A few storms may be severe. Low 62F. Winds W at 5 to 10 mph. Chance of rain 30%..###Tonight,"[2, 3, 4, 5, 6, 7, 8]",<p>Widely scattered showers or a thunderstorm this evening. Then partly cloudy. A few storms may be severe. Low 62F. Winds W at 5 to 10 mph. Chance of rain 30%..</p><p>Tonight</p>
5376,"Press J to jump to the feed. Press question mark to learn the rest of the keyboard shortcuts ### u/bkforever710 ### Any 20 something girls nights around here? ### I need friends!! Lol. I moved here in August 2018 and I still don’t have any girlfriends. I’m 27, a mom of 2, and I need a night out. Book club, bowling, karaoke night. Anything would do. Please help! TIA! ### 21",060119,-1,"I need friends!! Lol. I moved here in August 2018 and I still don’t have any girlfriends. I’m 27, a mom of 2, and I need a night out. Book club, bowling, karaoke night. Anything would do. Please help! TIA!","[4, 5, 6, 7, 8, 9, 10, 11]","<p>I need friends!! Lol. I moved here in August 2018 and I still don’t have any girlfriends. I’m 27, a mom of 2, and I need a night out. Book club, bowling, karaoke night. Anything would do. Please help! TIA!</p>"
97366,"Press J to jump to the feed. Press question mark to learn the rest of the keyboard shortcuts ### u/jamesp1992 ### 2 points · 29 days ago ### I go to UF, and I have to say no on FIU. UF is the 8th best public college in the US now, and climbing. It's very intense here, and we have CS exclusive career fairs all year round that attract some nice companies. Everyone I personally know has a high paying job lined up right out of graduation. I will say that at the end of the day, it's what YOU do that attracts employers the most. Build up a good resume, either with internships or personal projects. Work hard at understanding the material well, especially data structures and algorithms. School name is alright, but networking with people, and actively doing things to beef up your resume is number one. Being 'just' a student is not enough for a student or new grad to stick out in this field, usually. ### Reply",060119,1,"I go to UF, and I have to say no on FIU. UF is the 8th best public college in the US now, and climbing. It's very intense here, and we have CS exclusive career fairs all year round that attract some nice companies. Everyone I personally know has a high paying job lined up right out of graduation. I will say that at the end of the day, it's what YOU do that attracts employers the most. Build up a good resume, either with internships or personal projects. Work hard at understanding the material well, especially data structures and algorithms. School name is alright, but networking with people, and actively doing things to beef up your resume is number one. Being 'just' a student is not enough for a student or new grad to stick out in this field, usually.###Reply","[4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","<p>I go to UF, and I have to say no on FIU. UF is the 8th best public college in the US now, and climbing. It's very intense here, and we have CS exclusive career fairs all year round that attract some nice companies. Everyone I personally know has a high paying job lined up right out of graduation. I will say that at the end of the day, it's what YOU do that attracts employers the most. Build up a good resume, either with internships or personal projects. Work hard at understanding the material well, especially data structures and algorithms. School name is alright, but networking with people, and actively doing things to beef up your resume is number one. Being 'just' a student is not enough for a student or new grad to stick out in this field, usually.</p><p>Reply</p>"
83812,PEI ### 'Where bricks meet fire': How a P.E.I. mason keeps reinventing the wood-fired oven ### John Rousseau is trying to enjoy his retirement but he keeps getting requests to build unique wood-fired ovens for eager customers on Prince Edward Island. ### Social Sharing,060119,-1,PEI###'Where bricks meet fire': How a P.E.I. mason keeps reinventing the wood-fired oven###John Rousseau is trying to enjoy his retirement but he keeps getting requests to build unique wood-fired ovens for eager customers on Prince Edward Island.###Social Sharing,"[0, 1, 2, 3]",<p>PEI</p><p>'Where bricks meet fire': How a P.E.I. mason keeps reinventing the wood-fired oven</p><p>John Rousseau is trying to enjoy his retirement but he keeps getting requests to build unique wood-fired ovens for eager customers on Prince Edward Island.</p><p>Social Sharing</p>
49797,"FacebookEmail Twitter Google+ LinkedIn Pinterest ### At least 12 killed in Virginia Beach mass shooting: What we know ### A shooter opened fire workers at a municipal center in Virginia Beach on Friday, killing 12 people and wounding others. Here's what we know so far. ### Post to Facebook ### At least 12 killed in Virginia Beach mass shooting: What we know   A shooter opened fire workers at a municipal center in Virginia Beach on Friday, killing 12 people and wounding others. Here's what we know so far.    Check out this story on citizen-times.com: https://www.usatoday.com/story/news/nation/2019/05/31/mass-shooting-virginia-beach-municipal-center-va-what-we-know-so-far/1306807001/ ### CancelSend ### A link has been sent to your friend's email address. ### Posted! ### A link has been posted to your Facebook feed. ### Join the Conversation",060119,1,CancelSend###A link has been sent to your friend's email address.###Posted!###A link has been posted to your Facebook feed.###Join the Conversation,"[14, 15, 16, 17, 18]",<p>CancelSend</p><p>A link has been sent to your friend's email address.</p><p>Posted!</p><p>A link has been posted to your Facebook feed.</p><p>Join the Conversation</p>
60327,"House used in ‘Sopranos’ TV series on the market ### 2:26 pm ### National news from the Associated Press ### NORTH CALDWELL, N.J. (AP) — Two decades after the debut of the Sopranos, the house used in the filming of the HBO series is up for sale — long driveway, kitchen island and all. ### The New York Times reports that owners Patti and Victor Recchia listed the North Caldwell, New Jersey home for a “starting price” of $3.4 million. ### While Zillow indicates the price is high for the area, Victor Recchia said it’s impossible to quantify “the intrinsic value” of the house that mobster Tony Soprano called home. ### The 1.5-acre property comes with a four-bedroom house, two garages and a detached guesthouse. ### The house was chosen from 150 considered, the Times reported in 2002. While a studio replica was used for interior scenes after the series pilot, the production crew returned year after year to film the exterior. ### Associated Press",060119,1,"NORTH CALDWELL, N.J. (AP) — Two decades after the debut of the Sopranos, the house used in the filming of the HBO series is up for sale — long driveway, kitchen island and all.###The New York Times reports that owners Patti and Victor Recchia listed the North Caldwell, New Jersey home for a “starting price” of $3.4 million.###While Zillow indicates the price is high for the area, Victor Recchia said it’s impossible to quantify “the intrinsic value” of the house that mobster Tony Soprano called home.","[3, 4, 5, 6, 7, 8]","<p>NORTH CALDWELL, N.J. (AP) — Two decades after the debut of the Sopranos, the house used in the filming of the HBO series is up for sale — long driveway, kitchen island and all.</p><p>The New York Times reports that owners Patti and Victor Recchia listed the North Caldwell, New Jersey home for a “starting price” of $3.4 million.</p><p>While Zillow indicates the price is high for the area, Victor Recchia said it’s impossible to quantify “the intrinsic value” of the house that mobster Tony Soprano called home.</p>"
24582,"Designing with chemical sensitivities in mind ### By Dan Bawden, LEGAL EAGLE CONTRACTORS CO. ### Published ### 12:00 am CDT, Sunday, June 2, 2019 ### This kitchen was remodel by Legal Eagle Contractors Co. ### This kitchen was remodel by Legal Eagle Contractors Co. ### Image 1 of / 1 ### This kitchen was remodel by Legal Eagle Contractors Co. ### This kitchen was remodel by Legal Eagle Contractors Co. ### Designing with chemical sensitivities in mind ### 1  /  1 ### Back to Gallery ### Most remodeling design projects begin by drafting and prioritizing the homeowner’s wish list. At the top of the list you will typically find more storage, better lighting, updated finishes, etc. However, when a homeowner has Multiple Chemical Sensitivities (MCS), the priorities change with indoor air quality and chemical-free maintenance hitting the top of the list. ### Asthma sufferers or people with severe chemical sensitivities often design and build their own houses with some of these specifications in mind. ### Proper ventilated fan ### Properly installed title to avoid mold ### Quality indoor air ### Remodelers, designers and builders have an ethical obligation to educate homeowners on their options for incorporating low/non-toxic materials that will render any project safe and healthy for its occupants. ### Here are some primary selection criteria for consideration: ### Natural hard surface flooring such as cork, linoleum, wood or tile instead of carpeting, laminate or vinyl to minimize off-gassing and the harboring of dust mites, mildew and/or bacteria. ### Low/No VOC paints and finishes over their high VOC brethren — look for third party certifications such as Green Seal ( www.greenseal.org ) or Green Guard ( www.greenguard.org ) for assurance of low VOC levels. ### Vintage furniture has likely already off-gassed its toxic components so consider buying used. If new furnishings are what you need, look for a manufacturer’s membership in the Sustainable Furnishings Council ( www.sustainablefurnishings.org ) which promotes the manufacturing of sustainable, low toxicity products. ### Stock or semi-custom cabinetry that has earned the Environmental Stewardship Program seal from the Kitchen Cabinet Manufacturers Association (KCMA - www.greencabinetsource.org ). ### Custom made cabinetry and furniture that uses only no added formaldehyde plywood, particle board and/or medium density fiber board (MDF) along with low VOC finishes and adhesives. ### Countertop materials that don’t contain high VOC glues, resins or other toxic binding agents and can be maintained without the use of high VOC sealants and cleaning agents. ### Look for untreated natural fibers such as wool, cotton, jute, etc. rather than synthetic fiber materials for window coverings and furnishings. ### Other considerations would include using materials that do not require toxic cleaning agents for routine maintenance and installing prefinished millwork. It is also recommended to analyze and supplement, where necessary, the home’s ventilation including upgrading kitchen and bathroom exhaust fans, installing a filter on a forced air furnace and/or installing a room air exchanger. ### Working with professionals who are well versed in the area of environmental design and construction, is one way to ensure that selected materials and finishes meet the needs of those with chemical sensitivities.   To contact the author directly email ### Most Popular ### 1",060119,1,"Other considerations would include using materials that do not require toxic cleaning agents for routine maintenance and installing prefinished millwork. It is also recommended to analyze and supplement, where necessary , the home’s ventilation including upgrading kitchen and bathroom exhaust fans, installing a filter on a forced air furnace and/or installing a room air exchanger.###Working with professionals who are well versed in the area of environmental design and construction, is one way to ensure that selected materials and finishes meet the needs of those with chemical sensitivities. To contact the author directly email###Most Popular###1","[30, 31, 32, 33, 34, 35, 36]","<p>Other considerations would include using materials that do not require toxic cleaning agents for routine maintenance and installing prefinished millwork. It is also recommended to analyze and supplement, where necessary , the home’s ventilation including upgrading kitchen and bathroom exhaust fans, installing a filter on a forced air furnace and/or installing a room air exchanger.</p><p>Working with professionals who are well versed in the area of environmental design and construction, is one way to ensure that selected materials and finishes meet the needs of those with chemical sensitivities. To contact the author directly email</p><p>Most Popular</p><p>1</p>"
73632,"POLITICO ### Share on Facebook Share on Twitter ### An animal-rights protester snatched Sen. Kamala Harris' microphone during a Democratic presidential candidates forum in San Francisco on Saturday before being escorted from the stage. ### The California senator was discussing implementing her gender pay-gap plan at the MoveOn ""Big Ideas Forum"" when the protester ran onto the stage, took the microphone from her hand and began speaking to the crowd. Harris, meanwhile, quickly walked off the stage. ### Story Continued Below ### ""We're asking for a much bigger idea than..."" the protester said before his microphone was cut off and he was surrounded by event security then dragged from the stage. ### The protester, Aidan Cook, of the Direct Action Everywhere animal-rights group, was asking for Harris to ""support ordinary citizens rescuing animals rather than the factory farms that abuse animals, sicken local populations and repress whistleblowing activity,"" according to a press release by DAE. ### ""I live in Oakland and I'm one of Kamala Harris' constituents. I came to the MoveOn Big Ideas Forum today because there's one big idea that all of the 2020 presidential candidates are ignoring. Which is that is by raising and slaughtering billions of animals every year not only are we completely ... undermining our values as a nation of compassionate animal lovers but we are literally preparing to drive our society off a cliff. Animal agriculture is one of the leading causes of climate change,"" Cook told POLITICO. ### By CHRISTOPHER CADELAGO and CARLA MARINUCCI ### ""We've done everything we could to try to start this conversation through normal channels, we've reached out to all the campaigns, including Kamala's, we've reached out to MoveOn and pretty much have been completely ignored,"" Cook said when asked if taking the microphone from Harris' hand could be seen as threatening. ### As Cook was being taken off stage, a moderator said, ""Thank you so much sir, for your big idea, but we want to make sure that we are able to get through this. It's OK, folks, it's OK. People have their own big ideas."" ### After the incident, the crowd began to chant ""Kamala"" as the candidate walked back on. ### ""It's all good. It's all good. Don't worry,"" Harris told the crowd, before telling the moderator, ""You had a question I want to answer."" ### Harris' husband, Douglas Emhoff, who helped escort Cook offstage later tweeted that they ""are good."" ### Thx for all the kind notes. We are good. I love ⁦ @KamalaHarris ⁩ and would do anything for her. ❤️❤️ pic.twitter.com/2uGIJUTLCf ### — Douglas Emhoff (@douglasemhoff) June 2, 2019 ### A Harris spokesperson declined to comment. MoveOn did not immediately respond to a request for comment. ### Cook was not charged and was let go after being escorted outside.",060119,1,""" We've done everything we could to try to start this conversation through normal channels, we've reached out to all the campaigns, including Kamala's, we've reached out to MoveOn and pretty much have been completely ignored,"" Cook said when asked if taking the microphone from Harris' hand could be seen as threatening.###As Cook was being taken off stage, a moderator said, ""Thank you so much sir, for your big idea, but we want to make sure that we are able to get through this. It's OK, folks, it's OK. People have their own big ideas. ""","[17, 18, 19, 20, 21, 22]","<p>"" We've done everything we could to try to start this conversation through normal channels, we've reached out to all the campaigns, including Kamala's, we've reached out to MoveOn and pretty much have been completely ignored,"" Cook said when asked if taking the microphone from Harris' hand could be seen as threatening.</p><p>As Cook was being taken off stage, a moderator said, ""Thank you so much sir, for your big idea, but we want to make sure that we are able to get through this. It's OK, folks, it's OK. People have their own big ideas. ""</p>"
49407,"Fred Mawer ### It's possible to take a Caribbean cruise any time of the year. That includes during the Atlantic hurricane season, which officially runs from June 1 to November 30. You might think it's best to cruise in another part of the world during those months. But it's not as clear-cut as that, and there are in fact some compelling reasons to cruise around the Caribbean islands during the summer and autumn. ### Weather outlook ### Hurricanes are statistically likeliest to hit the Caribbean between mid-August and mid-October, with September the peak for major storms – hurricanes Irma and Maria devastated a number of Caribbean islands in early and mid-September 2017. ### The chances of encountering, or having your travel plans disrupted by, a hurricane in June, July and November are far lower. However, throughout the summer and autumn the weather in the Caribbean is typically stickier and wetter than in the winter and spring months, though rain normally comes as short, heavy downpours rather than prolonged soggy periods. ### Evasive actions ### Cruise lines rely heavily on weather prediction and monitoring systems, and go to great lengths to re-route ships to avoid hurricanes. So even in the peak hurricane period, on a Caribbean cruise it is extremely unlikely you will come face to face with a big storm. A more likely scenario is your cruise being disrupted. For example, the itinerary may be changed at the last minute, so you end up missing ports or visiting different ones. ### Back up ### Particularly if you're cruising during the hurricane season, it's a good idea to take out specialist cruise insurance that should include compensation for missed ports due to bad weather. I'd also advocate buying a cruise as part of a fully-fledged package that includes flights and any hotel stays before or after the cruise. ### Puerto Rico is among the islands badly damaged by hurricanes in recent years Credit: Getty ### Then, should any element of your trip be disrupted by bad weather, you are financially covered and have back up for the whole holiday. Companies offering cruise packages include Virgin Holidays Cruises ( virginholidayscruises.co.uk ) and Trailfinders ( trailfinders.com/cruise) . ### Choice of cruises ### Most of the major, mainstream cruise lines offer Caribbean trips year round, including Carnival, Celebrity Cruises, Disney Cruise Line, MSC Cruises, Norwegian Cruise Line and Royal Caribbean International. You can sail on eastern, western (including Cuba) and southern Caribbean itineraries through the hurricane season. The most southerly Caribbean islands, such as the Dutch trio of Aruba, Bonaire and Curaçao, lie outside the so-called hurricane belt and have been rarely hit by major tropical storms, though to reach them you still need to traverse more northerly parts of the Caribbean region that are more commonly affected by hurricanes. ### All that said, in the summer and autumn the choice of Caribbean cruises is not nearly as broad as in the winter. P&O Cruises, Marella Cruises and Fred. Olsen, which are all oriented to British clientele, operate ships in the Caribbean only in the winter months – typically late October/November to March/April. The same is true of upmarket lines with smaller ships that often visit more off-the-beaten-track Caribbean ports, such as Azamara, Regent Seven Seas Cruises, Star Clippers, Seabourn, SeaDream Yacht Club, Silversea and Viking. ### You could head on a Western Caribbean cruise from Miami Credit: Getty ### There's also less choice of departure ports in the hurricane season. In winter, as well as taking a Caribbean cruise from Florida, there are various options for round-trip voyages from Caribbean islands to which you can fly direct from the UK. There's a big choice embarking from Barbados , and some sailings from Jamaica ( Montego Bay ) and Cuba ( Havana ). By contrast, in the summer and autumn months, from those islands there's just the odd sailing from Barbados, and that's it. (You can take cruises year round from San Juan, capital of the Caribbean island of Puerto Rico, but that's not convenient for Britons as there are no direct flights there from the UK). ### Peaceful ports ### Less choice has a positive side too – fewer ships in port. I've taken a Caribbean cruise in August. Our stops included San Juan , St Maarten and St Thomas. These are among the busiest cruise-ship ports in the Caribbean, where on some days in the peak winter months multiple ships can be docked at the same time, with beaches and sights overrun with many thousands of cruise-ship passengers. On our trip we were the only ship in port at all six islands we visited. It really made a significant, positive difference to our overall enjoyment of the cruise. ### Deals ### Caribbean cruises can be markedly cheaper in the hurricane season, particularly in the riskiest months. For example, for a week-long Western Caribbean cruise from Miami with Norwegian ( ncl.com ), I'm looking at quotes of from £529 in early September, compared with from £739 in February, travelling on similar-standard ships. And for a seven-night Eastern Caribbean cruise from Miami on Royal Caribbean's Symphony of the Seas ( royalcaribbean.co.uk ), I was quoted from £747 in September, compared with from £909 in February. Fares are cruise-only, based on two sharing an interior cabin. ### Some voyages sail from Cuba Credit: Getty ### Good deals are usually less common in July and August, because demand is high in the school holidays; transatlantic airfares also spike in those months. But also note that on a cruise-and-stay arrangement you're also going to benefit from much lower hotel rates – whether in Florida or the Caribbean – in the low-season summer and autumn months than in the peak-season winter period.   ",060119,1,"The chances of encountering, or having your travel plans disrupted by, a hurricane in June, July and November are far lower. However, throughout the summer and autumn the weather in the Caribbean is typically stickier and wetter than in the winter and spring months, though rain normally comes as short, heavy downpours rather than prolonged soggy periods.###Evasive actions###Cruise lines rely heavily on weather prediction and monitoring systems, and go to great lengths to re-route ships to avoid hurricanes. So even in the peak hurricane period, on a Caribbean cruise it is extremely unlikely you will come face to face with a big storm. A more likely scenario is your cruise being disrupted. For example, the itinerary may be changed at the last minute, so you end up missing ports or visiting different ones.","[7, 8, 9, 10, 11, 12, 13]","<p>The chances of encountering, or having your travel plans disrupted by, a hurricane in June, July and November are far lower. However, throughout the summer and autumn the weather in the Caribbean is typically stickier and wetter than in the winter and spring months, though rain normally comes as short, heavy downpours rather than prolonged soggy periods.</p><p>Evasive actions</p><p>Cruise lines rely heavily on weather prediction and monitoring systems, and go to great lengths to re-route ships to avoid hurricanes. So even in the peak hurricane period, on a Caribbean cruise it is extremely unlikely you will come face to face with a big storm. A more likely scenario is your cruise being disrupted. For example, the itinerary may be changed at the last minute, so you end up missing ports or visiting different ones.</p>"
72012,Press J to jump to the feed. Press question mark to learn the rest of the keyboard shortcuts ### u/lemoonpai ###  Are you over eighteen and willing to see adult content?,060119,-1,Press J to jump to the feed. Press question mark to learn the rest of the keyboard shortcuts###u/lemoonpai###Are you over eighteen and willing to see adult content?,"[0, 1, 2, 3]",<p>Press J to jump to the feed. Press question mark to learn the rest of the keyboard shortcuts</p><p>u/lemoonpai</p><p>Are you over eighteen and willing to see adult content?</p>
